,Unnamed: 0,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry,suggested_industry,suggested_hr
265,265,SK154,Sask.,Saskatoon,2020-08-04 00:00:00,2020-08-04 00:00:00,Policy,Openings - education,"Who: Government of Saskatchewan
What: Released plan and safety guidance for the reopening of elementary, middle and high schools in the fall 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/04/safe-school-plan,Not applicable,Provincial/territorial,No,,None,None
266,266,SK155,Sask.,Regina,2020-08-11 00:00:00,2020-08-11 00:00:00,Policy,Openings - education,"Who: Government of Saskatchewan
What: Released additional guidance for schools reopening at Level 2, including masks in common areas and buses for grades 4 to 12 and in classrooms where distancing is not possible for grades 9 to 12
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/11/level-2-guidance,Not applicable,Provincial/territorial,No,,None,None
267,267,SK155,Sask.,Saskatoon,2020-08-11 00:00:00,2020-08-11 00:00:00,Policy,Openings - education,"Who: Government of Saskatchewan
What: Released additional guidance for schools reopening at Level 2, including masks in common areas and buses for grades 4 to 12 and in classrooms where distancing is not possible for grades 9 to 12
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/11/level-2-guidance,Not applicable,Provincial/territorial,No,,None,None
268,268,SK157,Sask.,Regina,2020-08-17 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Government of Saskatchewan
What: Opened public schools for the first day of classes 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/17/safe-schools-plan-more-resources,Not applicable,Provincial/territorial,No,,None,None
269,269,SK157,Sask.,Saskatoon,2020-08-17 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Government of Saskatchewan
What: Opened public schools for the first day of classes 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/17/safe-schools-plan-more-resources,Not applicable,Provincial/territorial,No,,None,None
270,270,SK160,Sask.,Regina,2020-08-27 00:00:00,2020-08-27 00:00:00,Policy,Openings - education,"Who: Ministry of Education, public health officials
What: Released parent information packages for distribution prior to the September 8 school year start; includes background on Safe Schools Plan, guidance on how to prepare for return and information regarding thresholds for changes to in-classroom learning; children are recommended to wear masks in school and will be educated on 2-metre distancing
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/27/safe-schools-plan-parent-packages,Not applicable,Provincial/territorial,No,,None,None
271,271,SK160,Sask.,Saskatoon,2020-08-27 00:00:00,2020-08-27 00:00:00,Policy,Openings - education,"Who: Ministry of Education, public health officials
What: Released parent information packages for distribution prior to the September 8 school year start; includes background on Safe Schools Plan, guidance on how to prepare for return and information regarding thresholds for changes to in-classroom learning; children are recommended to wear masks in school and will be educated on 2-metre distancing
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/27/safe-schools-plan-parent-packages,Not applicable,Provincial/territorial,No,,None,None
272,272,BC095,B.C.,Fraser,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None,None
273,273,BC095,B.C.,Interior,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None,None
274,274,BC095,B.C.,Island,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None,None
275,275,BC095,B.C.,Vancouver,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None,None
276,276,MB068,Man.,Winnipeg,2020-04-09 00:00:00,No data,Closures,Closures — recreation,"Who: Chief Provincial Public Health Officer
What: Closed public facilities located within the parks, but kept provincial parks open 
Effective until: ",https://news.gov.mb.ca/news/index.html?item=47467&posted=2020-04-09,Not applicable,Provincial/territorial,No,,None,None
277,277,MB072,Man.,Winnipeg,2020-04-03 00:00:00,No data,Closures,Closures — recreation,"Who: Manitoba Parks
What: Decided to postpone the remaining dates for making campground reservations. Existing yurt, cabin, group use and Birds Hill campground reservations remain valid, but may be cancelled if the situation changes. 
Effective until:",https://www.gov.mb.ca/sd/pubs/parks-protected-spaces/parks_covid.pdf,Not applicable,Provincial/territorial,No,,None,None
278,278,MB075,Man.,Winnipeg,No data,No data,Closures,Closures — recreation,"Who: Manitoba Parks
What: Kept parks open for Manitobans to visit and enjoy the outdoors. Social distancing must be practised at all times. 
Effective until:",https://www.gov.mb.ca/sd/parks/,https://www.gov.mb.ca/sd/pubs/parks-protected-spaces/parks_covid.pdf,Provincial/territorial,No,,None,None
279,279,NS047,N.S.,Zone 4 - Central,2020-03-14 00:00:00,No Data,Closures,Closures — education,"Who: Post-secondary educational institutions
What: Closure of post-secondary education institutions; no government mandate. There have been a variety of approaches taken by post-secondary institutions in N.S. Most migrated to an online platform with various implementation dates.
Effective until: ",Not applicable,https://globalnews.ca/news/6678182/coronavirus-pandemic-ns-universities/,Provincial/territorial,No,,None,None
280,280,QC106,Que.,Capitale-Nationale,2020-03-20 00:00:00,No data,Closures,Closures — health services,"Who: Ordre des ergothérapeutes du Québec
What: Recommended that all private practice occupational therapists postpone all non-urgent appointments
Effective until: 03-30-2020",https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/95-covid-19-mise-a-jour-au-17-mars-2020-directives-des-autorites-publiques.html?page=4,Not applicable,Provincial/territorial,No,,None,None
281,281,QC106,Que.,Estrie,2020-03-20 00:00:00,No data,Closures,Closures — health services,"Who: Ordre des ergothérapeutes du Québec
What: Recommended that all private practice occupational therapists postpone all non-urgent appointments
Effective until: 03-30-2020",https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/95-covid-19-mise-a-jour-au-17-mars-2020-directives-des-autorites-publiques.html?page=4,Not applicable,Provincial/territorial,No,,None,None
282,282,QC106,Que.,Mauricie,2020-03-20 00:00:00,No data,Closures,Closures — health services,"Who: Ordre des ergothérapeutes du Québec
What: Recommended that all private practice occupational therapists postpone all non-urgent appointments
Effective until: 03-30-2020",https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/95-covid-19-mise-a-jour-au-17-mars-2020-directives-des-autorites-publiques.html?page=4,Not applicable,Provincial/territorial,No,,None,None
283,283,QC106,Que.,Montréal,2020-03-20 00:00:00,No data,Closures,Closures — health services,"Who: Ordre des ergothérapeutes du Québec
What: Recommended that all private practice occupational therapists postpone all non-urgent appointments
Effective until: 03-30-2020",https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/95-covid-19-mise-a-jour-au-17-mars-2020-directives-des-autorites-publiques.html?page=4,Not applicable,Provincial/territorial,No,,None,None
284,284,QC106,Que.,Saguenay,2020-03-20 00:00:00,No data,Closures,Closures — health services,"Who: Ordre des ergothérapeutes du Québec
What: Recommended that all private practice occupational therapists postpone all non-urgent appointments
Effective until: 03-30-2020",https://www.oeq.org/a-propos-de-l-ordre/salle-de-presse/actualites/95-covid-19-mise-a-jour-au-17-mars-2020-directives-des-autorites-publiques.html?page=4,Not applicable,Provincial/territorial,No,,None,None
285,285,QC383,Que.,Capitale-Nationale,2020-09-28 00:00:00,2020-10-01 00:00:00,Closures,Closures — recreation,"Who: Minister of health and social services
What: Announced that for regions on red alert, performance halls, cinemas, theatres, libraries and museums will be closed; exceptions allowed for places of worship and for funerals, but accommodating a maximum of 25 people
Effective until: 2020-10-28",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Provincial/territorial,No,,Activities,None
286,286,QC383,Que.,Estrie,2020-09-28 00:00:00,2020-10-01 00:00:00,Closures,Closures — recreation,"Who: Minister of health and social services
What: Announced that for regions on red alert, performance halls, cinemas, theatres, libraries and museums will be closed; exceptions allowed for places of worship and for funerals, but accommodating a maximum of 25 people
Effective until: 2020-10-28",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Provincial/territorial,No,,Activities,None
287,287,QC383,Que.,Mauricie,2020-09-28 00:00:00,2020-10-01 00:00:00,Closures,Closures — recreation,"Who: Minister of health and social services
What: Announced that for regions on red alert, performance halls, cinemas, theatres, libraries and museums will be closed; exceptions allowed for places of worship and for funerals, but accommodating a maximum of 25 people
Effective until: 2020-10-28",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Provincial/territorial,No,,Activities,None
